,pet_id,issue_date,listing_date,condition,color_type,length(m),height(cm),X1,X2,breed_category,pet_category,height(m),days_bw_list_issue,days_bw_list_issue_log2
6999,ANSL_72415,2008-09-15 00:00:00,2016-10-09 12:41:00,1.0,Black,0.48,22.92,13,9,0.0,2,2.2920000000000003,2946,11.524541715035848
7000,ANSL_59025,2017-08-31 00:00:00,2017-12-01 15:51:00,1.0,Brown Tabby,0.95,24.41,0,1,0.0,1,2.441,92,6.523561956057013
7001,ANSL_52196,2004-05-08 00:00:00,2016-09-04 14:20:00,1.0,Black,0.15,13.5,13,9,0.0,2,1.35,4502,12.136350341454156
7002,ANSL_60405,2016-11-14 00:00:00,2016-12-15 14:41:00,2.0,White,0.06,49.06,13,9,1.0,1,4.906000000000001,31,4.954196310386875
7003,ANSL_50339,2014-08-01 00:00:00,2016-08-30 19:51:00,1.0,Yellow,0.33,22.01,0,7,0.0,2,2.201,760,9.569855608330949
7004,ANSL_52121,2011-12-02 00:00:00,2018-09-06 12:53:00,0.0,Cream,0.87,44.3,0,1,1.0,2,4.43,2470,11.27029532647204
7005,ANSL_54822,2009-10-17 00:00:00,2017-11-06 18:14:00,2.0,Tan,0.41,32.98,0,7,1.0,2,3.2979999999999996,2942,11.522581531254831
7006,ANSL_74868,2017-08-11 00:00:00,2017-11-27 17:49:00,0.0,Blue,0.82,17.14,0,1,1.0,2,1.714,108,6.754887502163468
7007,ANSL_59274,2015-05-28 00:00:00,2017-06-20 18:31:00,0.0,White,0.94,34.59,0,7,1.0,2,3.4590000000000005,754,9.558420713268664
7008,ANSL_59923,2016-12-12 00:00:00,2017-07-02 17:53:00,,Brown,0.83,11.34,15,4,2.0,4,1.134,202,7.658211482751795
7009,ANSL_72427,2016-03-19 00:00:00,2018-04-08 21:42:00,2.0,Sable,0.34,30.92,0,7,1.0,2,3.092,750,9.550746785383243
7010,ANSL_58549,2008-08-08 00:00:00,2016-09-05 00:00:00,2.0,White,0.25,11.01,13,9,1.0,2,1.101,2950,11.526499239136566
7011,ANSL_51063,2006-01-13 00:00:00,2018-02-09 13:02:00,2.0,Blue Tabby,0.46,17.62,13,9,1.0,1,1.762,4410,12.106562940444883
7012,ANSL_52838,2017-11-10 00:00:00,2018-01-31 13:24:00,,Tan,0.61,34.71,18,4,2.0,2,3.471,82,6.357552004618084
7013,ANSL_52114,2017-04-11 00:00:00,2017-12-02 10:47:00,,Black,0.95,20.46,11,4,2.0,4,2.0460000000000003,235,7.876516946564999
7014,ANSL_56151,2018-02-02 00:00:00,2018-03-04 11:34:00,2.0,Black,0.55,5.53,9,2,0.0,1,0.553,30,4.906890595608519
7015,ANSL_54615,2005-10-25 00:00:00,2017-11-22 14:32:00,1.0,Brown Tabby,0.73,45.39,13,9,0.0,1,4.539,4411,12.106890045092218
7016,ANSL_57460,2010-04-08 00:00:00,2019-01-05 07:36:00,0.0,Brown,0.92,22.12,7,1,1.0,2,2.212,3194,11.641148597411233
7017,ANSL_66768,2016-06-21 00:00:00,2018-03-08 17:25:00,1.0,White,0.13,8.14,0,7,0.0,2,0.8140000000000001,625,9.287712379549449
7018,ANSL_71996,2015-05-21 00:00:00,2016-12-22 18:36:00,1.0,White,0.3,33.68,0,1,0.0,2,3.368,581,9.18239435340453
7019,ANSL_61140,2016-08-16 00:00:00,2016-10-29 14:44:00,2.0,Blue,0.41,33.79,0,1,0.0,1,3.379,74,6.20945336562895
7020,ANSL_74794,2013-10-25 00:00:00,2018-11-19 12:36:00,2.0,White,0.23,44.71,13,9,1.0,2,4.471,1851,10.854089179870574
7021,ANSL_63786,2018-07-17 00:00:00,2018-12-07 11:44:00,,Black,0.78,24.22,15,4,2.0,4,2.4219999999999997,143,7.159871336778389
7022,ANSL_69975,2016-08-14 00:00:00,2016-09-26 17:46:00,,Calico,0.01,24.38,13,9,2.0,1,2.4379999999999997,43,5.426264754702098
7023,ANSL_62768,2013-10-15 00:00:00,2016-11-28 15:15:00,1.0,White,0.99,10.33,0,1,0.0,2,1.033,1140,10.154818109052105
7024,ANSL_61652,2016-02-08 00:00:00,2018-03-02 09:00:00,2.0,Orange Tabby,0.74,34.7,16,9,1.0,1,3.47,753,9.556506054671928
7025,ANSL_73859,2015-05-07 00:00:00,2017-06-02 16:03:00,0.0,Black,0.61,39.53,0,1,1.0,2,3.9530000000000003,757,9.564149489985732
7026,ANSL_52951,2016-05-31 00:00:00,2016-08-18 14:54:00,1.0,White,0.17,17.46,0,1,0.0,2,1.746,79,6.303780748177103
7027,ANSL_70192,2018-08-20 00:00:00,2019-01-17 12:49:00,2.0,Brown,0.17,30.14,0,7,1.0,2,3.0140000000000002,150,7.22881869049588
7028,ANSL_68513,2016-10-23 00:00:00,2017-01-17 18:16:00,0.0,Black,0.6,14.42,0,1,1.0,2,1.442,86,6.426264754702098
7029,ANSL_55794,2013-07-25 00:00:00,2016-09-28 12:07:00,2.0,Red,0.89,36.13,0,7,1.0,2,3.6130000000000004,1161,10.181152256865566
7030,ANSL_70463,2016-08-18 00:00:00,2017-09-12 19:27:00,0.0,Orange Tabby,0.92,5.95,16,9,1.0,1,0.595,390,8.60733031374961
7031,ANSL_65683,2017-04-19 00:00:00,2017-09-09 17:01:00,2.0,Orange Tabby,0.84,40.16,18,4,0.0,1,4.016,143,7.159871336778389
7032,ANSL_59067,2013-10-14 00:00:00,2017-11-03 19:40:00,2.0,Black Tabby,0.49,7.23,18,4,0.0,1,0.7230000000000001,1481,10.532355925288847
7033,ANSL_50806,2017-07-17 00:00:00,2017-10-09 17:17:00,0.0,Torbie,0.68,10.85,0,1,1.0,1,1.085,84,6.392317422778761
7034,ANSL_63505,2010-08-23 00:00:00,2016-09-14 19:07:00,0.0,White,0.41,48.6,0,1,1.0,2,4.86,2214,11.112439506781552
7035,ANSL_62190,2018-03-20 00:00:00,2018-06-23 16:12:00,2.0,White,0.3,46.84,0,7,0.0,2,4.684,95,6.569855608330948
7036,ANSL_63837,2018-09-13 00:00:00,2018-10-06 18:41:00,2.0,Black,0.41,17.66,13,9,0.0,1,1.766,23,4.523561956057013
7037,ANSL_71402,2018-02-28 00:00:00,2019-01-24 12:51:00,2.0,Black,0.24,7.32,0,1,1.0,2,0.732,330,8.366322214245816
7038,ANSL_66767,2014-03-20 00:00:00,2017-04-14 00:00:00,1.0,Tan,0.92,31.91,13,9,0.0,2,3.191,1121,10.130570562805426
7039,ANSL_70071,2016-01-08 00:00:00,2019-02-03 15:03:00,2.0,Black,0.77,26.92,17,9,1.0,1,2.692,1122,10.131856960608793
7040,ANSL_75980,2017-03-28 00:00:00,2019-04-22 18:02:00,1.0,Black,0.72,13.7,0,1,0.0,2,1.3699999999999999,755,9.560332834212442
7041,ANSL_63618,2012-11-24 00:00:00,2017-02-25 11:35:00,2.0,Brown,0.43,16.32,0,7,1.0,2,1.6320000000000001,1554,10.60177078840771
7042,ANSL_61858,2017-11-06 00:00:00,2018-02-22 12:29:00,0.0,Black,0.39,33.33,7,1,1.0,1,3.3329999999999997,108,6.754887502163468
7043,ANSL_65421,2015-11-20 00:00:00,2016-12-17 15:16:00,0.0,Black,0.63,23.82,0,1,1.0,2,2.382,393,8.618385502258606
7044,ANSL_68234,2012-06-05 00:00:00,2017-06-30 00:01:00,1.0,Blue Tabby,0.82,20.16,16,9,0.0,1,2.016,1851,10.854089179870574
7045,ANSL_50831,2015-09-22 00:00:00,2016-10-13 09:00:00,2.0,Brown Tabby,0.72,32.99,16,9,1.0,1,3.2990000000000004,387,8.59618975614441
7046,ANSL_71260,2014-07-18 00:00:00,2017-08-18 00:00:00,1.0,Tan,0.23,5.53,13,9,0.0,2,0.553,1127,10.138271800172221
7047,ANSL_57052,2016-10-31 00:00:00,2017-09-17 14:51:00,1.0,Orange Tabby,0.07,44.12,0,1,0.0,1,4.412,321,8.326429487122303
7048,ANSL_68455,2018-05-05 00:00:00,2018-08-12 15:14:00,1.0,Black,0.3,7.85,0,1,0.0,1,0.7849999999999999,99,6.6293566200796095
7049,ANSL_61671,2017-02-11 00:00:00,2018-03-09 17:36:00,0.0,Brown,0.99,28.54,0,1,1.0,2,2.854,391,8.611024797307353
7050,ANSL_69185,2018-11-17 00:00:00,2019-03-19 14:08:00,0.0,Black,0.76,41.11,7,1,1.0,2,4.111,122,6.930737337562887
7051,ANSL_59344,2014-07-26 00:00:00,2016-08-16 17:39:00,0.0,Black,0.87,32.49,0,7,1.0,2,3.249,752,9.554588851677638
7052,ANSL_72586,2016-03-20 00:00:00,2018-04-16 09:12:00,0.0,Black,0.92,20.97,0,7,1.0,2,2.097,757,9.564149489985732
7053,ANSL_58212,2016-06-29 00:00:00,2017-07-19 18:16:00,0.0,Blue Tabby,0.66,46.57,0,7,1.0,1,4.657,385,8.588714635582264
7054,ANSL_61570,2008-02-09 00:00:00,2017-04-19 14:30:00,0.0,Black,0.85,13.23,0,1,1.0,1,1.323,3357,11.71295682169755
7055,ANSL_69540,2017-12-16 00:00:00,2019-01-06 07:45:00,,Brown,0.24,39.56,9,2,2.0,4,3.9560000000000004,386,8.59245703726808
7056,ANSL_73897,2016-09-26 00:00:00,2016-11-07 11:29:00,2.0,Brown Tabby,0.23,10.13,13,9,0.0,1,1.0130000000000001,42,5.392317422778761
7057,ANSL_64710,2016-05-31 00:00:00,2016-10-25 15:25:00,2.0,Black,0.71,19.65,13,9,0.0,2,1.9649999999999999,147,7.199672344836364
7058,ANSL_51098,2016-04-02 00:00:00,2017-04-28 18:27:00,1.0,Tricolor,0.13,7.04,0,1,0.0,2,0.704,391,8.611024797307353
7059,ANSL_72236,2010-08-06 00:00:00,2016-10-27 14:49:00,1.0,Black,0.73,16.11,0,7,0.0,2,1.611,2274,11.151016538892248
7060,ANSL_64810,2016-09-26 00:00:00,2017-10-17 09:00:00,1.0,Black,0.28,48.67,16,9,0.0,1,4.867,386,8.59245703726808
7061,ANSL_57734,2016-10-09 00:00:00,2017-05-03 18:16:00,0.0,Torbie,0.14,22.41,0,1,1.0,1,2.241,206,7.6865005271832185
7062,ANSL_72763,2016-01-18 00:00:00,2017-03-10 00:00:00,0.0,Brown Brindle,0.08,6.7,13,9,1.0,2,0.67,417,8.703903573444663
7063,ANSL_61634,2011-09-22 00:00:00,2016-08-20 14:29:00,1.0,Gray,0.01,22.0,0,7,0.0,1,2.2,1794,10.80896417491926
7064,ANSL_58203,2016-11-22 00:00:00,2017-09-16 18:09:00,1.0,Tan,0.71,20.9,0,1,0.0,2,2.09,298,8.219168520462162
7065,ANSL_74574,2011-03-29 00:00:00,2018-05-07 12:32:00,1.0,Black,0.28,25.26,0,7,0.0,1,2.5260000000000002,2596,11.342074667999139
7066,ANSL_66609,2009-07-11 00:00:00,2017-08-01 14:25:00,2.0,Orange Tabby,0.0,5.43,13,9,0.0,1,0.5429999999999999,2943,11.523071826940395
7067,ANSL_62070,2007-08-09 00:00:00,2018-10-17 14:12:00,0.0,Brown,0.04,47.01,0,7,1.0,2,4.701,4087,11.996826528020659
7068,ANSL_64842,2016-12-06 00:00:00,2018-01-03 17:10:00,0.0,Tan,0.29,29.62,0,1,1.0,2,2.962,393,8.618385502258606
7069,ANSL_72405,2018-02-17 00:00:00,2018-04-08 08:18:00,,Brown,0.98,5.08,0,3,2.0,4,0.508,50,5.643856189774724
7070,ANSL_55671,2015-09-23 00:00:00,2017-11-13 00:00:00,1.0,Brown Brindle,0.37,28.85,13,9,0.0,2,2.8850000000000002,782,9.611024797307353
7071,ANSL_51035,2018-12-08 00:00:00,2019-02-19 14:46:00,2.0,Orange Tabby,0.43,20.03,13,9,0.0,1,2.003,73,6.189824558880018
7072,ANSL_55244,2016-05-04 00:00:00,2017-06-19 10:58:00,2.0,White,0.5,45.66,0,3,0.0,0,4.566,411,8.682994583681683
7073,ANSL_68501,2018-09-08 00:00:00,2018-11-22 15:27:00,1.0,Black,0.89,15.77,7,1,0.0,1,1.577,75,6.22881869049588
7074,ANSL_56824,2017-04-03 00:00:00,2018-05-06 13:09:00,1.0,Brown,0.35,22.41,13,9,0.0,2,2.241,398,8.63662462054365
7075,ANSL_65670,2017-05-15 00:00:00,2017-12-10 13:33:00,0.0,Brown Brindle,0.88,35.83,0,1,1.0,2,3.5829999999999997,209,7.7073591320808825
7076,ANSL_73421,2011-04-15 00:00:00,2018-05-06 11:42:00,1.0,Black,0.29,17.55,0,7,0.0,2,1.7550000000000001,2578,11.332036548361652
7077,ANSL_60905,2015-01-22 00:00:00,2019-02-13 18:09:00,2.0,Black,0.41,46.4,0,7,0.0,2,4.64,1483,10.53430288245463
7078,ANSL_67074,2018-03-04 00:00:00,2018-03-28 12:34:00,2.0,Brown Brindle,0.42,8.94,13,9,0.0,2,0.8939999999999999,24,4.584962500721156
7079,ANSL_64383,2013-03-22 00:00:00,2018-06-16 17:28:00,2.0,Blue,0.29,9.23,0,7,0.0,2,0.923,1912,10.900866807980748
7080,ANSL_71366,2018-07-17 00:00:00,2018-10-04 12:05:00,2.0,Black,0.84,31.67,13,9,0.0,2,3.1670000000000003,79,6.303780748177103
7081,ANSL_53528,2018-11-12 00:00:00,2019-01-21 18:30:00,1.0,Chocolate,0.52,31.74,0,1,0.0,2,3.174,70,6.129283016944966
7082,ANSL_62713,2016-06-06 00:00:00,2018-07-03 16:44:00,0.0,Black,0.22,20.05,13,9,1.0,1,2.005,757,9.564149489985732
7083,ANSL_64172,2016-08-11 00:00:00,2017-11-21 16:20:00,0.0,White,0.37,45.3,0,1,1.0,2,4.529999999999999,467,8.867278739709661
7084,ANSL_53151,2018-04-03 00:00:00,2018-05-24 17:43:00,2.0,Blue Tabby,0.18,35.65,13,9,0.0,1,3.565,51,5.672425341971495
7085,ANSL_58852,2018-07-15 00:00:00,2018-11-21 13:32:00,2.0,Orange Tabby,0.38,36.99,13,9,1.0,1,3.6990000000000003,129,7.011227255423254
7086,ANSL_52757,2019-01-24 00:00:00,2019-03-28 18:00:00,,Tan,0.87,35.23,13,9,2.0,2,3.5229999999999997,63,5.977279923499917
7087,ANSL_50373,2009-05-27 00:00:00,2017-06-30 18:12:00,0.0,Black,0.95,35.82,0,1,1.0,2,3.582,2956,11.52943055414615
7088,ANSL_51761,2018-09-17 00:00:00,2018-12-11 14:37:00,2.0,Black,0.8,32.02,13,9,0.0,1,3.2020000000000004,85,6.409390936137702
7089,ANSL_56718,2017-11-06 00:00:00,2017-12-31 14:17:00,2.0,Cream Tabby,0.7,29.67,13,9,0.0,1,2.967,55,5.78135971352466
7090,ANSL_52175,2017-08-03 00:00:00,2018-01-02 12:55:00,2.0,Chocolate,0.31,9.08,7,1,0.0,2,0.908,152,7.247927513443585
7091,ANSL_51392,2017-10-06 00:00:00,2018-01-01 17:03:00,1.0,Blue Tabby,0.87,13.86,13,9,0.0,1,1.386,87,6.442943495848728
7092,ANSL_73536,2014-07-21 00:00:00,2016-08-18 15:31:00,0.0,Black,0.05,31.37,0,7,1.0,2,3.137,759,9.567956075415466
7093,ANSL_71293,2015-11-20 00:00:00,2017-12-17 22:23:00,1.0,Tan,0.31,10.38,0,1,0.0,2,1.038,758,9.566054038171092
7094,ANSL_65995,2015-11-28 00:00:00,2016-12-23 18:56:00,0.0,Red,0.4,16.8,0,1,1.0,2,1.6800000000000002,391,8.611024797307353
7095,ANSL_50187,2017-12-09 00:00:00,2018-02-05 14:56:00,2.0,Blue,0.63,31.29,13,9,1.0,1,3.129,58,5.857980995127572
7096,ANSL_72824,2017-08-21 00:00:00,2017-11-10 18:05:00,1.0,Black,0.26,22.89,0,1,0.0,2,2.289,81,6.339850002884624
7097,ANSL_60078,2016-08-08 00:00:00,2018-09-06 15:15:00,0.0,Black,0.11,11.03,0,1,1.0,1,1.103,759,9.567956075415466
7098,ANSL_60143,2017-09-11 00:00:00,2018-02-03 16:18:00,1.0,Orange Tabby,0.27,19.16,0,1,0.0,1,1.916,145,7.1799090900149345
7099,ANSL_56969,2013-08-03 00:00:00,2018-08-24 14:52:00,1.0,Yellow,0.74,12.45,0,7,0.0,2,1.2449999999999999,1847,10.850968150982439
7100,ANSL_57634,2017-01-06 00:00:00,2017-02-23 15:27:00,2.0,Flame Point,0.67,32.37,13,9,1.0,1,3.2369999999999997,48,5.584962500721156
7101,ANSL_62147,2018-10-15 00:00:00,2019-01-20 15:19:00,2.0,Brown Tabby,0.44,18.97,0,1,1.0,1,1.8969999999999998,97,6.599912842187128
7102,ANSL_58607,2014-09-08 00:00:00,2016-10-29 13:29:00,2.0,Brown Brindle,0.36,46.79,13,9,0.0,2,4.679,782,9.611024797307353
7103,ANSL_54247,2017-08-07 00:00:00,2018-01-30 08:54:00,2.0,Tan,0.67,38.03,13,9,0.0,2,3.803,176,7.459431618637297
7104,ANSL_65579,2011-09-08 00:00:00,2018-01-15 18:51:00,1.0,Black,0.61,6.51,0,7,0.0,2,0.651,2321,11.180530807344482
7105,ANSL_75404,2009-03-20 00:00:00,2019-04-08 16:54:00,1.0,Black,0.99,42.2,0,7,0.0,1,4.220000000000001,3671,11.841957399099547
7106,ANSL_76039,2017-03-29 00:00:00,2019-04-24 13:04:00,2.0,Cream,0.54,7.15,0,1,1.0,2,0.7150000000000001,756,9.562242424221072
7107,ANSL_65699,2018-07-05 00:00:00,2018-10-22 17:35:00,0.0,Brown Tabby,0.33,16.15,0,1,1.0,1,1.6149999999999998,109,6.768184324776926
7108,ANSL_53920,2017-12-04 00:00:00,2018-04-28 18:18:00,0.0,Black,0.1,9.75,0,1,1.0,2,0.975,145,7.1799090900149345
7109,ANSL_50520,2014-09-28 00:00:00,2017-11-11 18:12:00,0.0,Blue,0.44,46.26,0,1,1.0,1,4.6259999999999994,1140,10.154818109052105
7110,ANSL_75549,2019-03-17 00:00:00,2019-04-12 12:26:00,2.0,Black,0.36,37.53,13,9,1.0,1,3.753,26,4.700439718141092
7111,ANSL_71579,2016-03-05 00:00:00,2017-04-09 12:46:00,2.0,Brown Tabby,0.44,31.83,18,4,0.0,1,3.183,400,8.643856189774725
7112,ANSL_66208,2012-01-17 00:00:00,2017-03-21 19:12:00,0.0,Fawn,0.66,19.54,0,1,1.0,2,1.954,1890,10.884170519108435
7113,ANSL_50631,2017-11-12 00:00:00,2018-12-05 17:55:00,2.0,Blue,0.03,32.7,0,7,0.0,2,3.2700000000000005,388,8.599912842187127
7114,ANSL_69123,2016-02-02 00:00:00,2017-08-27 17:26:00,1.0,Sable,0.05,13.38,0,1,0.0,2,1.338,572,9.159871336778389
7115,ANSL_70644,2017-03-02 00:00:00,2018-04-28 14:03:00,1.0,Cream Tabby,0.04,21.76,13,9,0.0,1,2.176,422,8.721099188707186
7116,ANSL_59525,2014-04-27 00:00:00,2018-11-03 17:50:00,1.0,Tan,0.15,30.81,13,9,0.0,2,3.081,1651,10.689124404913258
7117,ANSL_52100,2017-08-23 00:00:00,2018-09-15 18:12:00,1.0,White,0.59,46.98,0,1,0.0,2,4.6979999999999995,388,8.599912842187127
7118,ANSL_59946,2014-05-17 00:00:00,2018-03-16 13:27:00,1.0,White,0.87,38.12,0,7,0.0,2,3.812,1399,10.450180247164754
7119,ANSL_52508,2016-09-05 00:00:00,2018-10-01 11:40:00,1.0,Gray,0.27,27.05,0,1,0.0,2,2.705,756,9.562242424221072
7120,ANSL_62606,2010-11-09 00:00:00,2019-01-27 00:00:00,1.0,Black,0.87,35.37,13,9,0.0,1,3.537,3001,11.551227603598289
7121,ANSL_68677,2015-07-16 00:00:00,2018-11-29 17:52:00,1.0,White,0.47,33.5,0,1,0.0,2,3.35,1232,10.266786540694902
7122,ANSL_69675,2016-06-10 00:00:00,2018-07-08 00:00:00,0.0,White,0.92,47.17,13,9,1.0,2,4.7170000000000005,758,9.566054038171092
7123,ANSL_54936,2013-06-13 00:00:00,2017-07-07 15:44:00,1.0,Tricolor,0.86,33.82,0,7,0.0,2,3.382,1485,10.536247215688128
7124,ANSL_59755,2001-09-24 00:00:00,2016-10-19 18:23:00,2.0,Tan,0.25,39.5,13,9,0.0,2,3.95,5504,12.426264754702098
7125,ANSL_55982,2015-02-02 00:00:00,2016-11-05 14:22:00,1.0,Brown Brindle,0.69,13.98,0,7,0.0,2,1.3980000000000001,642,9.326429487122303
7126,ANSL_68714,2014-10-28 00:00:00,2018-11-25 11:46:00,0.0,Blue Merle,0.82,19.34,0,7,1.0,2,1.934,1489,10.5401280385821
7127,ANSL_66357,2014-08-05 00:00:00,2017-08-28 11:32:00,1.0,White,0.54,13.72,0,7,0.0,2,1.372,1119,10.127994320976393
7128,ANSL_71469,2014-06-25 00:00:00,2017-07-21 14:45:00,1.0,Yellow,0.17,48.89,0,1,0.0,2,4.889,1122,10.131856960608793
7129,ANSL_50766,2017-05-04 00:00:00,2018-01-28 15:06:00,2.0,White,0.82,33.66,13,9,1.0,2,3.3659999999999997,269,8.071462362556623
7130,ANSL_55595,2017-10-05 00:00:00,2018-09-08 12:04:00,1.0,Black,0.6,48.87,0,1,0.0,1,4.887,338,8.400879436282183
7131,ANSL_62591,2017-07-06 00:00:00,2018-01-01 19:06:00,0.0,Brown Tabby,0.34,41.4,0,1,1.0,1,4.14,179,7.483815777264256
7132,ANSL_56263,2018-07-15 00:00:00,2019-01-23 11:14:00,2.0,White,0.05,17.79,13,9,1.0,2,1.779,192,7.584962500721156
7133,ANSL_67919,2017-07-09 00:00:00,2017-08-15 13:17:00,2.0,Tortie,0.87,43.19,13,9,1.0,1,4.319,37,5.20945336562895
7134,ANSL_72842,2016-11-17 00:00:00,2017-02-03 18:34:00,0.0,Black,0.29,41.06,7,1,1.0,2,4.106,78,6.285402218862249
7135,ANSL_64205,2015-05-14 00:00:00,2017-08-04 18:02:00,1.0,White,0.3,26.91,0,1,0.0,2,2.691,813,9.667111542075027
7136,ANSL_62549,2016-10-27 00:00:00,2017-01-28 19:46:00,0.0,Orange Tabby,0.86,37.96,0,1,1.0,1,3.7960000000000003,93,6.539158811108031
7137,ANSL_73685,2017-07-21 00:00:00,2017-12-16 00:00:00,2.0,White,0.41,37.72,13,9,0.0,2,3.772,148,7.20945336562895
7138,ANSL_76403,2015-04-05 00:00:00,2019-05-02 15:30:00,1.0,Black,0.08,44.72,0,8,0.0,1,4.4719999999999995,1488,10.539158811108031
7139,ANSL_73089,2011-10-01 00:00:00,2018-10-25 17:33:00,2.0,Black,0.53,49.99,18,4,1.0,2,4.9990000000000006,2581,11.33371442609397
7140,ANSL_58470,2017-07-04 00:00:00,2017-10-19 17:14:00,1.0,Orange Tabby,0.23,14.32,7,1,0.0,1,1.432,107,6.741466986401147
7141,ANSL_62467,2015-08-28 00:00:00,2016-09-19 09:00:00,2.0,Brown Tabby,0.23,8.18,16,9,1.0,1,0.818,388,8.599912842187127
7142,ANSL_56938,2018-03-19 00:00:00,2018-12-17 14:37:00,0.0,Black,0.51,33.1,0,1,1.0,2,3.31,273,8.092757140919852
7143,ANSL_53091,2014-06-04 00:00:00,2016-09-23 18:29:00,1.0,Brown,0.67,25.42,7,1,0.0,2,2.5420000000000003,842,9.717676423066395
7144,ANSL_63078,2015-09-27 00:00:00,2017-10-18 09:00:00,1.0,Orange Tabby,0.4,26.51,16,9,0.0,1,2.6510000000000002,752,9.554588851677638
7145,ANSL_71542,2018-07-08 00:00:00,2018-08-19 18:27:00,,Black,0.4,22.26,0,7,2.0,2,2.226,42,5.392317422778761
7146,ANSL_76382,2015-04-04 00:00:00,2019-05-01 18:45:00,1.0,Silver Tabby,0.67,35.83,0,1,0.0,1,3.5829999999999997,1488,10.539158811108031
7147,ANSL_61016,2016-11-01 00:00:00,2017-01-21 14:07:00,2.0,Orange Tabby,0.16,23.54,13,9,0.0,1,2.354,81,6.339850002884624
7148,ANSL_74502,2013-06-17 00:00:00,2017-07-11 16:19:00,1.0,Brown Tabby,0.25,39.31,16,9,0.0,1,3.931,1485,10.536247215688128
7149,ANSL_73876,2017-06-05 00:00:00,2018-06-12 17:35:00,1.0,Brown Tabby,0.14,18.41,0,1,0.0,1,1.841,372,8.539158811108031
7150,ANSL_65663,2018-01-21 00:00:00,2019-02-16 18:42:00,0.0,Brown Brindle,0.18,49.91,0,1,1.0,2,4.991,391,8.611024797307353
7151,ANSL_64135,2014-08-04 00:00:00,2016-09-03 12:54:00,0.0,Tricolor,0.94,20.43,0,1,1.0,2,2.043,761,9.571752643503546
7152,ANSL_70799,2018-06-21 00:00:00,2018-07-19 15:45:00,2.0,Black,0.42,32.53,13,9,0.0,1,3.253,28,4.807354922057604
7153,ANSL_72656,2017-01-11 00:00:00,2017-10-08 00:00:00,0.0,Sable,0.9,9.57,13,9,1.0,2,0.9570000000000001,270,8.076815597050832
7154,ANSL_65351,2017-05-03 00:00:00,2018-05-23 17:47:00,,Red,0.21,26.1,0,4,2.0,4,2.6100000000000003,385,8.588714635582264
7155,ANSL_51916,2018-03-20 00:00:00,2018-06-05 17:06:00,1.0,Tan,0.76,36.01,7,1,0.0,2,3.601,77,6.266786540694901
7156,ANSL_50918,2018-04-30 00:00:00,2018-10-24 17:22:00,1.0,Black,0.4,43.05,0,1,0.0,2,4.305,177,7.467605550082998
7157,ANSL_72801,2017-05-09 00:00:00,2018-06-05 18:17:00,1.0,Chocolate,0.53,18.66,0,1,0.0,2,1.866,392,8.614709844115207
7158,ANSL_76428,2018-04-06 00:00:00,2019-05-02 18:39:00,0.0,Brown,0.98,44.34,0,1,1.0,2,4.434,391,8.611024797307353
7159,ANSL_59010,2014-09-05 00:00:00,2016-10-04 18:13:00,0.0,Chocolate,0.5,27.39,0,1,1.0,2,2.739,760,9.569855608330949
7160,ANSL_71965,2018-11-29 00:00:00,2019-03-08 11:42:00,0.0,Torbie,1.0,34.63,0,1,1.0,1,3.463,99,6.6293566200796095
7161,ANSL_69634,2016-09-01 00:00:00,2016-11-22 11:40:00,2.0,Black,0.14,28.4,13,9,0.0,2,2.84,82,6.357552004618084
7162,ANSL_56388,2009-12-19 00:00:00,2017-01-09 16:18:00,0.0,Black,0.48,6.17,0,7,1.0,2,0.617,2578,11.332036548361652
7163,ANSL_62127,2017-12-27 00:00:00,2018-07-17 14:04:00,0.0,Black,0.36,28.98,0,7,1.0,2,2.898,202,7.658211482751795
7164,ANSL_74494,2009-11-06 00:00:00,2017-12-01 14:56:00,2.0,Brown Tabby,0.94,44.18,13,9,0.0,1,4.418,2947,11.525031345124
7165,ANSL_58594,2015-08-26 00:00:00,2017-09-18 15:10:00,2.0,White,0.71,19.44,13,9,0.0,2,1.9440000000000002,754,9.558420713268664
7166,ANSL_63616,2016-08-05 00:00:00,2016-12-02 16:17:00,0.0,Tortie,0.46,34.15,0,1,1.0,1,3.415,119,6.894817763307944
7167,ANSL_54404,2017-12-03 00:00:00,2018-04-27 17:53:00,1.0,Black,0.52,45.52,0,1,0.0,1,4.5520000000000005,145,7.1799090900149345
7168,ANSL_57101,2017-02-24 00:00:00,2017-11-27 00:00:00,1.0,Black,0.22,45.86,0,1,0.0,2,4.586,276,8.108524456778168
7169,ANSL_58449,2014-08-07 00:00:00,2016-09-06 18:45:00,1.0,White,0.11,14.2,0,7,0.0,2,1.42,761,9.571752643503546
7170,ANSL_52066,2013-02-09 00:00:00,2017-03-20 15:38:00,2.0,Black,0.11,42.33,1,4,0.0,2,4.233,1500,10.550746785383243
7171,ANSL_63842,2014-05-18 00:00:00,2016-08-04 17:39:00,1.0,White,0.66,28.64,0,1,0.0,2,2.864,809,9.659995892429977
7172,ANSL_60887,2014-10-06 00:00:00,2018-05-21 11:45:00,1.0,Brown Tabby,0.68,39.66,0,7,0.0,1,3.9659999999999997,1323,10.369597346278677
7173,ANSL_66755,2013-03-23 00:00:00,2018-04-13 18:47:00,0.0,Tan,0.36,10.24,0,1,1.0,2,1.024,1847,10.850968150982439
